,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__penalty,param_model__solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,34.35261425971985,0.9308773428788191,0.0,0.0,0.001,l1,newton-cg,"{'model__C': 0.001, 'model__penalty': 'l1', 'model__solver': 'newton-cg'}",,,,,,,,50
1,31.93700852394104,3.3887095750782312,0.0,0.0,0.001,l1,lbfgs,"{'model__C': 0.001, 'model__penalty': 'l1', 'model__solver': 'lbfgs'}",,,,,,,,52
2,38.161028671264646,1.3369520387400287,0.09440145492553711,0.019632581994270936,0.001,l1,liblinear,"{'model__C': 0.001, 'model__penalty': 'l1', 'model__solver': 'liblinear'}",0.27485199158284274,0.28361506876769543,0.286048079325015,0.27099196459917585,0.2798555643026611,0.2790725337154781,0.005531990081128223,28
3,90.77840876579285,3.3978792876215707,0.07934069633483887,0.014162189915764812,0.001,l2,newton-cg,"{'model__C': 0.001, 'model__penalty': 'l2', 'model__solver': 'newton-cg'}",0.3375418771801366,0.34482223932682116,0.343374435784824,0.3382964107384122,0.34295163052879135,0.34139731871179707,0.0029166768085468007,8
4,52.43658356666565,1.2943266233194577,0.08047823905944824,0.004375135994327671,0.001,l2,lbfgs,"{'model__C': 0.001, 'model__penalty': 'l2', 'model__solver': 'lbfgs'}",0.3427587094790378,0.344191480941845,0.33922255683692476,0.3455455304602956,0.3422114531460024,0.3427859461728211,0.002126939635304333,4
5,35.526583433151245,1.3399301711536395,0.07764081954956055,0.011325069836924322,0.001,l2,liblinear,"{'model__C': 0.001, 'model__penalty': 'l2', 'model__solver': 'liblinear'}",0.3377290549342223,0.34591373485543914,0.34000535288780187,0.3439529061018545,0.3387297616089097,0.3412661620776455,0.0031417390175367582,9
6,25.840371942520143,1.377020118478378,0.0,0.0,0.001,elasticnet,newton-cg,"{'model__C': 0.001, 'model__penalty': 'elasticnet', 'model__solver': 'newton-cg'}",,,,,,,,53
7,27.504492950439452,1.5916804432569904,0.0,0.0,0.001,elasticnet,lbfgs,"{'model__C': 0.001, 'model__penalty': 'elasticnet', 'model__solver': 'lbfgs'}",,,,,,,,54
8,26.753168869018555,0.9065232511542489,0.0,0.0,0.001,elasticnet,liblinear,"{'model__C': 0.001, 'model__penalty': 'elasticnet', 'model__solver': 'liblinear'}",,,,,,,,55
9,28.091361665725707,1.7812297874803307,0.0,0.0,0.001,,newton-cg,"{'model__C': 0.001, 'model__penalty': None, 'model__solver': 'newton-cg'}",,,,,,,,56
10,26.774987936019897,0.9795966786412021,0.0,0.0,0.001,,lbfgs,"{'model__C': 0.001, 'model__penalty': None, 'model__solver': 'lbfgs'}",,,,,,,,57
11,27.631100606918334,1.0252028355929999,0.0,0.0,0.001,,liblinear,"{'model__C': 0.001, 'model__penalty': None, 'model__solver': 'liblinear'}",,,,,,,,58
12,28.300109004974367,2.2697102733521044,0.0,0.0,0.01,l1,newton-cg,"{'model__C': 0.01, 'model__penalty': 'l1', 'model__solver': 'newton-cg'}",,,,,,,,59
13,27.127684116363525,1.8149722116331204,0.0,0.0,0.01,l1,lbfgs,"{'model__C': 0.01, 'model__penalty': 'l1', 'model__solver': 'lbfgs'}",,,,,,,,60
